File	Segment	Position	Code1	Code2	Seg_Start	Seg_End	Word	Word_Start	Word_End	Pre_Seg	Pre_Seg_Start	Pre_Seg_End	Post_Seg	Post_Seg_Start	Post_Seg_End	Window	Vowels_per_Second	Comments	Warnings																																		
Bill_m53_BB2015	T	Internal	t	b	1200.087	1200.207	SECURITY	1199.718	1200.298	AH	1200.018	1200.087	IY	1200.207	1200.298	3.986	1.254																																				
Bill_m53_BB2015	T	End	g		2657.238	2657.288	THAT	2657.178	2657.288	AH	2657.207	2657.238	AH	2657.288	2657.398	0.909	7.701																																				
Bill_m53_BB2015	T	Internal	t	b	2618.755	2618.876	SKATING	2618.485	2618.985	EY	2618.616	2618.755	AH	2618.876	2618.926	1.694	3.542																																				
Bill_m53_BB2015	T	Internal	t	b	443.477	443.576	STATUS	443.217	443.656	EY	443.387	443.477	AH	443.576	443.607	1.4	5.714																																				
Bill_m53_BB2015	T	End	g		2671.001	2671.032	GET	2670.832	2671.032	EH	2670.902	2671.001	AA	2671.032	2671.082	1.057	5.676																																				
Bill_m53_BB2015	T	Internal	t	b	1732.391	1732.5	STUPIDITY	1731.891	1732.54	AH	1732.32	1732.391	IY	1732.5	1732.54	1.391	6.47																																				
Bill_m53_BB2015	T	End	g		2694.665	2694.695	BIT	2694.535	2694.695	IH	2694.605	2694.665	AH	2694.695	2694.734	0.801	8.739																																				
Bill_m53_BB2015	T	End	g		2694.885	2694.915	THAT	2694.765	2694.915	AE	2694.795	2694.885	AH	2694.915	2694.944	0.881	6.81																																				
Bill_m53_BB2015	T	End	g		2698.064	2698.094	BOUGHT	2697.804	2698.094	AO	2697.894	2698.064	AH	2698.094	2698.124	1.08	6.481																																				
Bill_m53_BB2015	T	End	g		2699.972	2700.002	BOUGHT	2699.902	2700.002	AO	2699.932	2699.972	AH	2700.002	2700.072	0.896	5.58																																				
Bill_m53_BB2015	T	Internal	t	b	2423.276	2423.366	THROTTLING	2423.066	2423.497	AA	2423.187	2423.276	AH	2423.366	2423.396	1.111	7.201																																				
Bill_m53_BB2015	T	Internal	t	b	922.357	922.386	UNIVERSITIES	921.807	922.466	AH	922.327	922.357	IY	922.386	922.426	2.039	6.376																																				
Bill_m53_BB2015	T	Internal	g	b	902.27	902.329	UNIVERSITY	901.74	902.359	AH	902.229	902.27	IY	902.329	902.359	1.35	8.148																																				
Bill_m53_BB2015	T	Internal	t	b	2137.35	2137.38	UNIVERSITY	2136.8	2137.41	AH	2137.32	2137.35	IY	2137.38	2137.41	1.499	7.338																																				
Bill_m53_BB2015	T	End	t		2716.557	2716.787	BUT	2716.377	2716.787	AH	2716.458	2716.557	AH	2716.787	2716.958	2.209	2.716																																				
Bill_m53_BB2015	T	Internal	t	m	193.015	193.136	UTILISE	192.886	193.446	UW	192.965	193.015	AH	193.136	193.176	1.569	5.736																																				
